Transaction_ID,Card_Type,Merchant_Category,Transaction_Amount,Transaction_DateTime,City,Country,Cardholder_Age,Cardholder_Gender,Cardholder_Monthly_Income,Cardholder_Average_Spend,Credit_Limit,Device_Type,Day_of_Week,Is_Fraudulent
S676EI31,UnionPay,Retail,10006.90,04-12-2021 05:55,Berlin,Germany,34,Male,15927,12131.627,20000,Unknown,Saturday,No
K494DO79,American Express,Transportation,14810.00,04-12-2021 08:38,Tokyo,Japan,20,Female,22704,7181.789,20000,Unknown,Saturday,No
A239WC43,Visa,Education,16816.20,04-12-2021 08:45,Chicago,USA,23,Female,29928,10010.16,20000,Unknown,Saturday,No
E430CP89,Mastercard,Transportation,3743.80,04-12-2021 12:46,Toronto,Canada,58,Male,5625,4438.535,5000,Unknown,Saturday,No
I897FQ30,Visa,Healthcare,3781.10,04-12-2021 18:48,London,UK,64,Male,4831,1919.206,5000,Point-of-Sale Terminal,Saturday,Yes
B458PJ69,Mastercard,Education,6028.20,04-12-2021 21:37,Chicago,USA,64,Female,7550,4303.055,10000,Mobile,Saturday,No
D885FI86,Visa,Retail,8357.60,04-12-2021 21:59,Shanghai,China,25,Female,12336,7073.474,10000,Contactless Payment Device,Saturday,Yes
K459YL13,American Express,Online Shopping,3510.00,05-12-2021 07:43,Shanghai,China,,Female,6910,4378.577,5000,Point-of-Sale Terminal,Sunday,Yes
P863EN41,Mastercard,Online Shopping,14998.30,05-12-2021 07:55,Paris,France,51,Female,20123,8482.068,15000,Point-of-Sale Terminal,Sunday,No
P287IK10,UnionPay,Entertainment,3929.40,05-12-2021 11:50,New York,USA,34,Male,4420,2614.605,5000,Point-of-Sale Terminal,Sunday,Yes
X202AO13,Visa,Transportation,4534.90,06-12-2021 19:48,London,UK,73,Female,12772,3710.415,15000,Contactless Payment Device,Monday,No
J876LL87,Visa,Entertainment,7821.20,06-12-2021 21:31,Paris,France,32,Male,20173,10187.244,15000,Desktop,Monday,Yes
R756KV35,Visa,Retail,6422.40,07-12-2021 03:20,London,UK,52,Male,8322,2598.709,10000,Contactless Payment Device,Tuesday,No
Y244TM34,Mastercard,Transportation,13599.60,07-12-2021 22:16,Berlin,Germany,65,Female,12478,11056.205,15000,Unknown,Tuesday,Yes
A617OS15,Visa,Retail,7680.70,08-12-2021 02:36,Sydney,Australia,26,Male,,3810.869,10000,Point-of-Sale Terminal,Wednesday,No
X957NV33,Visa,Retail,18179.60,08-12-2021 03:43,Tokyo,Japan,69,Female,23131,16032.424,20000,Unknown,Wednesday,No
S254NI80,American Express,Education,3826.60,09-12-2021 03:53,London,UK,21,Male,5194,4061.807,5000,Mobile,Thursday,No
U143LZ35,Visa,Utility bill,4295.00,09-12-2021 10:07,Tokyo,Japan,49,Male,10951,2454.69,15000,Contactless Payment Device,Thursday,Yes
J858UZ68,Mastercard,Education,4852.70,09-12-2021 14:34,Los Angeles,USA,79,Male,8652,2393.333,10000,Mobile,Thursday,Yes
F913ZZ68,American Express,Online Shopping,5774.30,09-12-2021 21:35,Paris,France,78,Male,19588,7821.061,15000,Unknown,Thursday,No
Y265RS71,American Express,Retail,10175.90,10-12-2021 01:12,Paris,France,24,Male,19059,6152.284,15000,Contactless Payment Device,Friday,No
W191QU45,Mastercard,Online Shopping,3527.80,10-12-2021 02:03,Sydney,Australia,49,Female,3613,2114.106,5000,Mobile,Friday,Yes
G355ZZ16,Mastercard,Entertainment,4390.00,10-12-2021 10:16,Mumbai,India,76,Female,6007,3797.359,5000,Unknown,Friday,No
I589YW19,Visa,Online Shopping,2693.50,10-12-2021 21:38,Shanghai,China,38,Female,14480,2716.428,10000,Contactless Payment Device,Friday,No
W443GS63,Mastercard,Entertainment,4049.00,11-12-2021 01:55,Chicago,USA,42,Male,3921,3940.996,5000,Desktop,Saturday,Yes
Z169EE66,Mastercard,Online Shopping,4640.50,11-12-2021 03:43,Mumbai,India,48,Female,5846,4822.21,5000,Desktop,Saturday,No
V621LG74,American Express,Transportation,4956.80,11-12-2021 06:11,Berlin,Germany,18,Female,4429,2978.477,5000,Contactless Payment Device,Saturday,Yes
O156JL82,Mastercard,Entertainment,16758.50,11-12-2021 17:33,Paris,France,31,Female,29752,12401.445,20000,Contactless Payment Device,Saturday,Yes
I168BU70,Visa,Healthcare,2858.20,11-12-2021 21:01,Tokyo,Japan,18,Male,,2689.337,20000,Mobile,Saturday,No
F558UB69,Mastercard,Entertainment,16940.70,11-12-2021 21:10,Sydney,Australia,72,Male,,16347.775,20000,Contactless Payment Device,Saturday,No
N263OF66,Visa,Online Shopping,4489.50,12-12-2021 00:02,Los Angeles,USA,39,Male,10236,4169.369,10000,Mobile,Sunday,No
T396JB25,Mastercard,Education,16047.00,12-12-2021 00:51,London,UK,18,Female,27173,16740.937,20000,Unknown,Sunday,No
I414KO78,American Express,Education,9788.90,12-12-2021 10:52,Mumbai,India,70,Male,19817,6063.223,15000,Contactless Payment Device,Sunday,No
M617OT10,American Express,Utility bill,4294.50,13-12-2021 06:50,Tokyo,Japan,69,Female,7016,3438.603,5000,Unknown,Monday,No
N972MS90,Visa,Transportation,7137.80,13-12-2021 10:31,Los Angeles,USA,57,Male,14846,4146.87,10000,Unknown,Monday,No
S878OG48,American Express,Utility bill,3942.20,15-12-2021 06:38,New York,USA,72,Male,6464,3221.218,5000,Unknown,Wednesday,No
J523RP39,UnionPay,Transportation,8305.10,15-12-2021 09:23,Sydney,Australia,42,Male,26712,7448.472,20000,Contactless Payment Device,Wednesday,No
Q259DJ22,American Express,Dining,4747.40,15-12-2021 10:32,Tokyo,Japan,,Male,12706,5877.061,15000,Point-of-Sale Terminal,Wednesday,No
R688YB57,UnionPay,Entertainment,2684.30,15-12-2021 16:48,Dubai,UAE,79,Male,12106,2172.204,15000,Mobile,Wednesday,Yes
I799JZ42,Mastercard,Online Shopping,12227.50,16-12-2021 06:01,Shanghai,China,29,Female,16398,16648.71,20000,Contactless Payment Device,Thursday,No
D811PI68,Visa,Online Shopping,10140.70,16-12-2021 16:03,Berlin,Germany,61,Female,15358,9552.182,15000,Unknown,Thursday,No
R133GT50,Visa,Education,12073.60,17-12-2021 04:29,New York,USA,38,Male,29961,6169.515,20000,Contactless Payment Device,Friday,No
T647HT50,Visa,Retail,8435.40,17-12-2021 11:00,Shanghai,China,70,Male,20605,5323.09,20000,Point-of-Sale Terminal,Friday,Yes
C958CH61,Mastercard,Online Shopping,3058.00,18-12-2021 00:17,Chicago,USA,75,Male,10964,2740.896,10000,Mobile,Saturday,No
C605VQ75,UnionPay,Utility bill,4611.20,18-12-2021 02:09,Tokyo,Japan,29,Male,3514,3148.207,5000,Contactless Payment Device,Saturday,No
L629AQ49,Visa,Online Shopping,3250.20,18-12-2021 06:53,Paris,France,59,Female,6281,3474.884,5000,Unknown,Saturday,No
E539WI37,Visa,Online Shopping,5227.80,18-12-2021 11:52,London,UK,40,Female,20505,4464.462,15000,Unknown,Saturday,Yes
L301II74,Visa,Transportation,6321.10,18-12-2021 16:55,Los Angeles,USA,35,Male,9500,4954.724,10000,Point-of-Sale Terminal,Saturday,No
Q907MA30,American Express,Retail,6792.30,18-12-2021 19:14,Berlin,Germany,54,Male,22582,6296.944,20000,Mobile,Saturday,Yes
A513OD49,Mastercard,Online Shopping,4465.40,19-12-2021 01:23,Tokyo,Japan,25,Male,5608,4758.766,5000,Desktop,Sunday,No
S591PI45,Mastercard,Retail,4217.30,19-12-2021 07:33,Paris,France,40,Female,5271,1807.52,5000,Contactless Payment Device,Sunday,No
P171ZA66,Visa,Transportation,2728.30,19-12-2021 13:48,New York,USA,74,Male,5925,2352.781,5000,Unknown,Sunday,No
X270MW40,UnionPay,Education,17585.10,19-12-2021 21:30,Shanghai,China,60,Female,18357,11158.289,20000,Unknown,Sunday,No
L773QY11,Visa,Retail,14087.70,20-12-2021 07:27,Tokyo,Japan,61,Female,18184,10333.103,15000,Desktop,Monday,No
F651IZ25,Visa,Transportation,4002.00,20-12-2021 17:35,Los Angeles,USA,53,Female,19952,5321.845,20000,Desktop,Monday,No
G868OD74,Visa,Retail,10223.00,20-12-2021 17:58,London,UK,74,Female,28045,5663.095,20000,Point-of-Sale Terminal,Monday,No
S660LB12,American Express,Online Shopping,4175.20,20-12-2021 20:21,Shanghai,China,,Female,4646,3549.141,5000,Point-of-Sale Terminal,Monday,No
X700EN70,Visa,Education,14004.20,21-12-2021 08:36,Shanghai,China,30,Male,27385,12842.058,20000,Unknown,Tuesday,No
Z505BD33,UnionPay,Online Shopping,3795.30,22-12-2021 02:45,London,UK,73,Female,,3516.405,5000,Contactless Payment Device,Wednesday,Yes
S577AO18,Visa,Dining,2763.20,22-12-2021 10:41,Los Angeles,USA,20,Male,,3854.927,5000,Mobile,Wednesday,Yes
R637BR48,Visa,Transportation,7059.60,22-12-2021 14:13,Sydney,Australia,29,Female,29656,7342.769,20000,Point-of-Sale Terminal,Wednesday,No
C185YV99,Visa,Transportation,3320.10,22-12-2021 14:49,London,UK,52,Male,5957,3434.094,5000,Point-of-Sale Terminal,Wednesday,Yes
X664XN55,American Express,Education,2517.40,23-12-2021 06:17,London,UK,20,Female,28318,2102.845,20000,Contactless Payment Device,Thursday,No
H913CS77,American Express,Online Shopping,2510.70,23-12-2021 10:55,Hong Kong,China,19,Male,4292,3203.998,5000,Contactless Payment Device,Thursday,No
V450OV54,American Express,Transportation,4209.70,23-12-2021 13:34,Paris,France,38,Female,3586,1893.482,5000,Contactless Payment Device,Thursday,Yes
C819AT46,Visa,Entertainment,4287.80,23-12-2021 17:22,New York,USA,54,Female,12542,4717.5,10000,Mobile,Thursday,No
W860QE76,Visa,Dining,8704.70,23-12-2021 22:16,Paris,France,71,Female,10908,5021.715,15000,Point-of-Sale Terminal,Thursday,No
B982FD15,Visa,Dining,7888.30,24-12-2021 08:31,Tokyo,Japan,29,Female,,9228.167,20000,Desktop,Friday,No
Z585GJ32,Visa,Education,9886.10,24-12-2021 08:47,Tokyo,Japan,36,Male,14881,11198.597,15000,Point-of-Sale Terminal,Friday,No
Z423AG49,Visa,Transportation,5895.80,24-12-2021 22:09,Berlin,Germany,38,Female,13447,2406.942,15000,Unknown,Friday,No
V466RW10,Visa,Online Shopping,4250.70,25-12-2021 14:44,Tokyo,Japan,36,Male,16103,3852.164,15000,Point-of-Sale Terminal,Saturday,Yes
L779AB66,American Express,Entertainment,2611.90,26-12-2021 00:34,Shanghai,China,60,Male,17708,3162.154,15000,Mobile,Sunday,No
A899LO73,Visa,Dining,4201.00,26-12-2021 03:24,New York,USA,60,Male,13666,4491.789,15000,Unknown,Sunday,No
W779QM84,Visa,Retail,4208.40,26-12-2021 03:28,Shanghai,China,75,Male,23231,5385.576,20000,Contactless Payment Device,Sunday,No
M536SB75,Visa,Utility bill,12036.30,26-12-2021 03:54,Tokyo,Japan,73,Male,13826,8141.276,15000,Contactless Payment Device,Sunday,No
X632CL81,American Express,Education,4181.10,26-12-2021 09:05,Tokyo,Japan,73,Male,21150,3543.677,15000,Mobile,Sunday,No
W514CL36,American Express,Online Shopping,7242.70,26-12-2021 10:47,Chicago,USA,,Female,29013,7582.588,20000,Desktop,Sunday,No
I603NQ72,Visa,Retail,3684.90,27-12-2021 01:17,New York,USA,63,Female,5032,3592.873,5000,Point-of-Sale Terminal,Monday,Yes
P404VL26,Mastercard,Online Shopping,15805.30,27-12-2021 03:39,Chicago,USA,80,Male,15588,6643.662,20000,Mobile,Monday,No
V683VL28,Visa,Online Shopping,6647.20,27-12-2021 10:15,Chicago,USA,79,Male,17382,4485.975,15000,Desktop,Monday,No
V743IW43,Visa,Education,11527.20,27-12-2021 13:35,Dubai,UAE,36,Male,12960,7696.114,15000,Unknown,Monday,No
N509GL50,American Express,Utility bill,4505.80,27-12-2021 20:58,Shanghai,China,62,Female,15852,3043.884,15000,Unknown,Monday,No
D611JX83,Mastercard,Healthcare,4584.30,28-12-2021 01:15,Los Angeles,USA,41,Male,6497,3517.951,5000,Point-of-Sale Terminal,Tuesday,No
C271EW16,Visa,Healthcare,9172.70,29-12-2021 08:19,Berlin,Germany,43,Female,15122,9804.484,15000,Mobile,Wednesday,Yes
U562AH79,Mastercard,Healthcare,9949.50,29-12-2021 10:09,Chicago,USA,30,Male,24660,12555.027,20000,Contactless Payment Device,Wednesday,Yes
W749EY10,American Express,Entertainment,8173.30,30-12-2021 02:31,Tokyo,Japan,37,Female,23091,3882.827,20000,Point-of-Sale Terminal,Thursday,No
H160WY15,Visa,Education,9310.70,30-12-2021 05:10,Shanghai,China,37,Female,10398,6143.2,10000,Unknown,Thursday,No
G653YT53,Mastercard,Online Shopping,4943.70,30-12-2021 17:34,Dubai,UAE,39,Female,6087,2642.067,5000,Mobile,Thursday,Yes
C620CJ94,Visa,Utility bill,4044.30,30-12-2021 19:22,Chicago,USA,26,Female,4184,3333.51,5000,Desktop,Thursday,Yes
B313ZR45,Mastercard,Online Shopping,2924.20,31-12-2021 04:16,Paris,France,64,Female,3644,2948.217,5000,Mobile,Friday,No
L710ZT13,Mastercard,Dining,4901.90,31-12-2021 08:14,London,UK,47,Female,10573,2537.24,15000,Mobile,Friday,Yes
U472TN41,UnionPay,Transportation,11303.80,01-01-2022 06:33,Dubai,UAE,35,Female,,12771.089,20000,Point-of-Sale Terminal,Saturday,No
D965BI67,Visa,Dining,9588.00,01-01-2022 08:15,London,UK,29,Male,18092,4368.927,20000,Desktop,Saturday,No
N519HZ73,American Express,Entertainment,4455.60,01-01-2022 09:09,Shanghai,China,26,Male,11121,3040.245,10000,Point-of-Sale Terminal,Saturday,Yes
G362SO49,Mastercard,Transportation,3887.60,01-01-2022 10:27,Hong Kong,China,67,Female,3793,4477.734,5000,Mobile,Saturday,No
C596ZN59,UnionPay,Utility bill,8162.80,01-01-2022 14:50,Hong Kong,China,76,Male,7805,6844.249,10000,Point-of-Sale Terminal,Saturday,No
I514AI40,Visa,Online Shopping,3350.50,01-01-2022 15:32,Tokyo,Japan,25,Male,5151,4317.098,5000,Contactless Payment Device,Saturday,Yes
J311MU88,American Express,Online Shopping,3319.00,01-01-2022 17:52,Tokyo,Japan,32,Female,,2039.885,10000,Unknown,Saturday,Yes
K544MN53,American Express,Healthcare,6197.90,01-01-2022 20:20,Berlin,Germany,46,Male,21996,8552.426,15000,Desktop,Saturday,No
G155UK14,Mastercard,Retail,5498.60,01-01-2022 21:22,Paris,France,62,Female,26793,7207.537,20000,Desktop,Saturday,No
K282EV54,Visa,Retail,11954.20,02-01-2022 03:19,Dubai,UAE,71,Female,27831,9891.004,20000,Contactless Payment Device,Sunday,No
G777FX87,Mastercard,Education,16895.40,02-01-2022 04:26,Paris,France,53,Female,19987,,20000,Desktop,Sunday,No
L308SD52,Visa,Online Shopping,8501.40,02-01-2022 12:29,Shanghai,China,35,Female,29696,11217.335,20000,Desktop,Sunday,Yes
J237ZP27,Mastercard,Dining,8779.00,02-01-2022 15:25,New York,USA,35,Female,29160,4538.846,20000,Contactless Payment Device,Sunday,No
I408TX59,Mastercard,Retail,2974.70,02-01-2022 16:12,Tokyo,Japan,27,Male,6317,1832.105,5000,Contactless Payment Device,Sunday,No
R448NV70,American Express,Retail,7016.70,02-01-2022 18:17,New York,USA,59,Female,8993,8556.989,10000,Mobile,Sunday,No
G332XI98,Mastercard,Online Shopping,12693.60,03-01-2022 00:43,Los Angeles,USA,32,Female,12103,10830.583,15000,Point-of-Sale Terminal,Monday,No
Q619WD80,Mastercard,Healthcare,4060.50,03-01-2022 03:23,London,UK,78,Male,4104,2468.321,5000,Mobile,Monday,No
C303FR89,American Express,Healthcare,3731.10,03-01-2022 05:12,Hong Kong,China,79,Male,4602,4611.054,5000,Point-of-Sale Terminal,Monday,No
H148KD67,Visa,Entertainment,5397.60,03-01-2022 10:24,Los Angeles,USA,40,Male,13010,6833.259,15000,Desktop,Monday,No
P821SF59,Visa,Education,14137.70,04-01-2022 02:12,London,UK,34,Female,12867,13820.7,15000,Contactless Payment Device,Tuesday,No
P289CB52,Mastercard,Transportation,4139.80,04-01-2022 02:34,Tokyo,Japan,55,Male,7090,2126.63,5000,Mobile,Tuesday,No
Y544SY48,Visa,Retail,14045.80,04-01-2022 23:59,Berlin,Germany,31,Male,12481,11324.856,15000,Point-of-Sale Terminal,Tuesday,No
O883AT11,Visa,Entertainment,8048.60,05-01-2022 06:05,Shanghai,China,80,Male,9988,5677.746,10000,Mobile,Wednesday,Yes
P823TR33,Visa,Retail,19083.80,05-01-2022 06:54,Paris,France,49,Female,20109,10845.153,20000,Mobile,Wednesday,No
D621ML36,Visa,Transportation,4375.70,05-01-2022 06:59,London,UK,57,Male,8431,2687.994,10000,Point-of-Sale Terminal,Wednesday,No
R239ZN65,American Express,Transportation,10241.10,05-01-2022 07:39,Paris,France,37,Female,28137,12368.008,20000,Contactless Payment Device,Wednesday,Yes
Z293ZB13,Mastercard,Retail,3081.50,05-01-2022 14:44,Sydney,Australia,71,Male,4215,2725.106,5000,Contactless Payment Device,Wednesday,Yes
I564JR89,Visa,Utility bill,4886.30,05-01-2022 20:36,Tokyo,Japan,37,Male,4394,3004.783,5000,Point-of-Sale Terminal,Wednesday,No
F838TV55,American Express,Online Shopping,4733.70,06-01-2022 15:49,Paris,France,19,Female,,3949.617,20000,Contactless Payment Device,Thursday,No
P659RX58,Visa,Online Shopping,2703.00,06-01-2022 19:45,Shanghai,China,54,Male,4116,3355.034,5000,Desktop,Thursday,No
I711QS38,Mastercard,Education,4426.70,07-01-2022 01:37,Shanghai,China,18,Male,10134,4210.756,10000,Desktop,Friday,No
V337BS49,UnionPay,Utility bill,2787.80,07-01-2022 22:45,New York,USA,53,Male,5059,3396.697,5000,Unknown,Friday,No
R518CF71,Mastercard,Entertainment,6695.40,08-01-2022 00:17,Shanghai,China,42,Female,7060,6726.025,10000,Desktop,Saturday,Yes
J317WY95,Visa,Entertainment,7403.60,08-01-2022 11:49,Los Angeles,USA,48,Male,24899,8499.908,20000,Mobile,Saturday,No
U587VY60,Mastercard,Utility bill,14589.70,08-01-2022 23:15,Hong Kong,China,68,Male,19781,16531.163,20000,Point-of-Sale Terminal,Saturday,No
K719MK48,UnionPay,Online Shopping,9533.20,09-01-2022 02:49,Hong Kong,China,37,Male,27373,5485.928,20000,Unknown,Sunday,No
U883AA19,Mastercard,Retail,7326.80,09-01-2022 08:14,Toronto,Canada,32,Male,14704,9854.435,15000,Desktop,Sunday,No
Q271WG48,Visa,Online Shopping,4944.20,09-01-2022 23:35,Shanghai,China,49,Female,19850,5931.962,15000,Unknown,Sunday,No
T959KH81,Visa,Dining,3024.30,10-01-2022 15:45,London,UK,29,Male,,,5000,Mobile,Monday,Yes
D664EN54,Visa,Online Shopping,7728.20,10-01-2022 18:29,Tokyo,Japan,42,Male,11199,3172.943,10000,Contactless Payment Device,Monday,Yes
H267WG93,Visa,Education,8221.00,10-01-2022 20:38,Los Angeles,USA,59,Female,12386,8912.705,10000,Desktop,Monday,No
G258CO72,American Express,Education,9391.90,10-01-2022 23:58,Shanghai,China,58,Female,18955,5466.721,20000,Point-of-Sale Terminal,Monday,Yes
Y838WL54,Visa,Entertainment,9713.00,11-01-2022 04:30,Hong Kong,China,28,Male,12460,12776.377,15000,Unknown,Tuesday,No
D929DP43,American Express,Online Shopping,13525.00,11-01-2022 08:40,Sydney,Australia,77,Female,26600,15577.616,20000,Contactless Payment Device,Tuesday,Yes
L448QC43,Visa,Transportation,3213.00,11-01-2022 08:55,Dubai,UAE,39,Female,12266,3274.602,,Contactless Payment Device,Tuesday,No
B435MZ90,Visa,Online Shopping,4558.20,11-01-2022 23:02,Los Angeles,USA,56,Male,5459,2401.52,5000,Contactless Payment Device,Tuesday,No
N147ED65,Visa,Dining,3947.60,12-01-2022 02:28,New York,USA,42,Male,4505,4367.468,5000,Contactless Payment Device,Wednesday,No
R836PQ27,Mastercard,Education,4119.80,12-01-2022 08:21,Toronto,Canada,19,Female,5730,2841.638,5000,Unknown,Wednesday,No
L481SP17,Visa,Online Shopping,4944.20,12-01-2022 12:02,London,UK,56,Female,5399,2257.451,5000,Mobile,Wednesday,No
B914ES65,Visa,Education,8758.40,13-01-2022 06:13,Hong Kong,China,47,Female,26279,10290.278,20000,Mobile,Thursday,No
H679FP94,Visa,Retail,11756.50,13-01-2022 18:10,Shanghai,China,80,Female,15137,12163.37,15000,Desktop,Thursday,Yes
R243EK13,Visa,Dining,11501.60,14-01-2022 01:18,Hong Kong,China,33,Female,21767,7306.941,20000,Desktop,Friday,No
B217FY91,American Express,Entertainment,11563.90,14-01-2022 06:03,London,UK,35,Male,14439,9844.177,15000,Unknown,Friday,Yes
P557NU18,Visa,Education,8475.00,14-01-2022 07:03,London,UK,42,Female,13089,4722.902,10000,Contactless Payment Device,Friday,No
I841HZ43,Visa,Education,3877.70,14-01-2022 09:56,Tokyo,Japan,75,Male,9559,1802.821,10000,Contactless Payment Device,Friday,No
K322WG31,Mastercard,Utility bill,7696.10,14-01-2022 14:25,London,UK,71,Male,11641,9725.242,15000,Desktop,Friday,Yes
X445WS20,Visa,Entertainment,9602.80,14-01-2022 21:40,Shanghai,China,76,Male,13306,3873.51,10000,Point-of-Sale Terminal,Friday,No
W633HT34,Visa,Retail,5036.80,14-01-2022 22:57,Chicago,USA,49,Male,11514,5756.998,10000,Desktop,Friday,No
P496EX98,American Express,Healthcare,4068.20,15-01-2022 05:24,Shanghai,China,26,Female,6356,4202.797,5000,Unknown,Saturday,No
D617GY42,Mastercard,Utility bill,2647.50,15-01-2022 09:26,New York,USA,75,Male,6164,1490.577,5000,Contactless Payment Device,Saturday,No
M304CE77,UnionPay,Online Shopping,19826.90,15-01-2022 09:33,Tokyo,Japan,44,Female,,13608.511,20000,Mobile,Saturday,Yes
W807KR38,Mastercard,Online Shopping,10394.60,15-01-2022 10:17,London,UK,57,Male,29900,5440.07,20000,Contactless Payment Device,Saturday,No
C127FH18,American Express,Online Shopping,3960.00,15-01-2022 19:10,Tokyo,Japan,29,Female,3667,2436.529,5000,Point-of-Sale Terminal,Saturday,No
D381AR56,American Express,Education,7100.70,15-01-2022 20:14,New York,USA,35,Female,24662,7627.345,20000,Mobile,Saturday,No
V393SQ21,Visa,Retail,9379.30,16-01-2022 01:06,London,UK,68,Female,8477,9001.738,10000,Unknown,Sunday,No
I715QM57,Visa,Entertainment,5716.10,16-01-2022 09:18,New York,USA,70,Male,7880,6755.517,10000,Contactless Payment Device,Sunday,No
X995HT29,American Express,Transportation,4561.90,16-01-2022 17:35,Shanghai,China,71,Male,4755,4771.115,5000,Contactless Payment Device,Sunday,Yes
O618US92,UnionPay,Healthcare,3293.70,16-01-2022 21:52,Hong Kong,China,70,Female,15062,4171.869,15000,Point-of-Sale Terminal,Sunday,No
S243ZH71,UnionPay,Entertainment,4787.70,17-01-2022 01:19,Dubai,UAE,63,Female,5656,4201.511,5000,Desktop,Monday,No
O679HI63,Mastercard,Entertainment,3732.70,17-01-2022 16:59,Sydney,Australia,47,Female,7008,3067.67,5000,Desktop,Monday,No
F979IJ19,American Express,Online Shopping,12578.50,18-01-2022 03:14,New York,USA,32,Female,16319,11105.674,20000,Mobile,Tuesday,No
S674HM49,Visa,Online Shopping,3392.00,18-01-2022 04:19,Shanghai,China,60,Female,15893,1388.524,15000,Unknown,Tuesday,No
A864SQ80,Mastercard,Education,7464.90,18-01-2022 07:09,New York,USA,38,Female,23540,5955.988,20000,Unknown,Tuesday,Yes
O517CJ13,Visa,Dining,14474.40,18-01-2022 07:43,Paris,France,32,Female,19872,14596.113,20000,Unknown,Tuesday,No
M437UW51,American Express,Healthcare,4950.40,18-01-2022 11:04,Chicago,USA,59,Female,,3287.999,5000,Unknown,Tuesday,No
D136RE97,Visa,Online Shopping,14330.70,18-01-2022 14:54,Tokyo,Japan,18,Female,,7835.997,20000,Mobile,Tuesday,No
Y914FF66,Mastercard,Transportation,2597.60,19-01-2022 08:59,London,UK,70,Male,4780,2213.177,5000,Contactless Payment Device,Wednesday,No
W432MX38,Visa,Utility bill,12871.60,19-01-2022 14:37,Berlin,Germany,72,Male,,7716.044,20000,Point-of-Sale Terminal,Wednesday,No
P541IR50,Visa,Dining,8813.50,19-01-2022 19:13,Shanghai,China,19,Male,13604,4220.005,10000,Contactless Payment Device,Wednesday,No
Q194LD14,Mastercard,Dining,9007.80,19-01-2022 22:34,Dubai,UAE,78,Female,27491,11369.221,20000,Mobile,Wednesday,No
H818JB13,American Express,Dining,3779.20,20-01-2022 02:13,Shanghai,China,44,Female,3501,2421.337,5000,Mobile,Thursday,Yes
L844XB92,UnionPay,Entertainment,14831.60,20-01-2022 03:20,New York,USA,75,Male,,13686.389,15000,Mobile,Thursday,No
Q431PG50,American Express,Online Shopping,13195.60,20-01-2022 22:03,New York,USA,48,Female,15925,,15000,Point-of-Sale Terminal,Thursday,Yes
C445VN15,American Express,Retail,4980.80,20-01-2022 22:14,Chicago,USA,31,Female,7137,2731.211,5000,Point-of-Sale Terminal,Thursday,Yes
U659WR39,American Express,Retail,4345.80,21-01-2022 08:34,Dubai,UAE,62,Male,6599,4334.558,5000,Unknown,Friday,Yes
F932IR91,UnionPay,Online Shopping,9069.60,21-01-2022 20:28,Chicago,USA,19,Male,22783,11589.535,20000,Point-of-Sale Terminal,Friday,No
M689UD67,Mastercard,Retail,9574.40,22-01-2022 06:46,New York,USA,23,Female,21596,6391.034,20000,Mobile,Saturday,No
A908UJ54,UnionPay,Utility bill,8389.60,23-01-2022 02:17,New York,USA,20,Male,12300,11113.239,15000,Contactless Payment Device,Sunday,Yes
N584GR85,Mastercard,Online Shopping,9401.40,23-01-2022 20:57,Los Angeles,USA,35,Male,10557,7494.559,10000,Contactless Payment Device,Sunday,Yes
E557AJ77,American Express,Online Shopping,4217.50,24-01-2022 00:03,New York,USA,61,Female,,3241.26,5000,Point-of-Sale Terminal,Monday,No
P652QO25,Visa,Transportation,12185.60,25-01-2022 14:30,Tokyo,Japan,75,Female,14103,6755.82,20000,Point-of-Sale Terminal,Tuesday,No
Z535PM19,Visa,Online Shopping,3630.80,26-01-2022 07:18,Hong Kong,China,20,Male,3525,1517.916,5000,Point-of-Sale Terminal,Wednesday,No
H803OW63,Mastercard,Utility bill,18438.50,26-01-2022 14:09,Shanghai,China,65,Male,20280,19983.037,20000,Desktop,Wednesday,Yes
K236KU18,Mastercard,Online Shopping,9228.20,26-01-2022 14:50,Paris,France,45,Male,17886,5786.375,15000,Mobile,Wednesday,No
U639NK59,American Express,Education,8944.20,26-01-2022 18:55,Shanghai,China,73,Female,11750,3865.373,10000,Unknown,Wednesday,Yes
P531QX67,Visa,Retail,14422.90,26-01-2022 19:22,Chicago,USA,21,Male,20937,7924.034,15000,Mobile,Wednesday,No
J835IB88,American Express,Healthcare,10048.10,27-01-2022 02:44,London,UK,25,Male,19350,9950.766,15000,Point-of-Sale Terminal,Thursday,No
N249ZV87,Visa,Retail,19733.00,27-01-2022 10:21,Sydney,Australia,52,Male,16339,8006.045,20000,Unknown,Thursday,No
Y263FN17,American Express,Online Shopping,14437.70,27-01-2022 13:13,London,UK,56,Female,17976,9350.311,15000,Mobile,Thursday,No
R785TD59,Visa,Education,4571.90,27-01-2022 18:57,London,UK,41,Female,18912,3393.564,20000,Desktop,Thursday,No
K742GY30,Mastercard,Education,11284.40,27-01-2022 22:00,Hong Kong,China,37,Male,26982,13227.038,20000,Unknown,Thursday,No
X391SA72,UnionPay,Retail,10785.00,28-01-2022 13:44,Shanghai,China,,Male,20178,14550.616,15000,Unknown,Friday,No
E181FB31,Visa,Utility bill,,28-01-2022 16:07,Berlin,Germany,28,Female,5607,,5000,Contactless Payment Device,Friday,Yes
E912QR41,American Express,Retail,2908.60,29-01-2022 14:28,New York,USA,56,Female,,2385.778,5000,Mobile,Saturday,Yes
